date,icln_icln,xle_xle,vix_vix,brent_bz_f,sp500_gspc,dgs10,carbon_eua,icln_icln_ret,xle_xle_ret,brent_bz_f_ret,carbon_eua_ret,sp500_gspc_ret,dgs10_diff,carbon_shock_resid,carbon_shock,icln_vol,xle_vol,icln_garch_vol,xle_garch_vol
2018-01-17,8.778986930847168,55.79609680175781,11.90999984741211,69.37999725341797,2802.56005859375,2.57,8.58,0.0062178026070082,0.0087271328036008,0.0033205217771004,0.0152674721307886,0.009371006206502,0.0299999999999998,0.0152974289154512,0,0.0088334850728141,0.0094680087991269,1.037737786043272,1.283690207518002
2018-01-18,8.71550178527832,55.3402214050293,12.220000267028809,69.30999755859375,2798.030029296875,2.62,8.89,-0.0072577627471967,-0.0082039419869171,-0.0010094412486361,0.0354931360259423,-0.0016176974974736,0.0500000000000002,0.0344759884241543,0,0.0092584245636442,0.0095699767744465,1.0257358695546697,1.2628880079415374
2018-01-19,8.733640670776367,55.26785659790039,11.270000457763672,68.61000061035156,2810.300048828125,2.64,9.25,0.00207905827779,-0.0013084906411975,-0.0101508551066924,0.0396965019985205,0.0043756479869901,0.02,0.0378255500393375,0,0.0086752087196589,0.0095559018396895,1.0195215468195395,1.240577447728989
2018-01-22,8.733640670776367,56.4617805480957,11.029999732971191,69.02999877929688,2832.969970703125,2.66,9.31,0.0,0.0213724742570959,0.0061028694329671,0.006465539764642,0.0080343643822132,0.02,0.0041689159053987,0,0.0087151947590935,0.011312023104055,0.9964913915458866,1.1943860997858342
2018-01-23,8.706433296203613,56.37495040893555,11.100000381469728,69.95999908447266,2839.1298828125,2.63,9.57,-0.0031201010610752,-0.0015390406220182,0.0133824620322382,0.0275441141758872,0.0021720049682223,-0.0300000000000002,0.0254772236308535,0,0.007668623421518,0.0114151227563972,0.9732349088629245,1.3264132966517053
2018-01-24,8.670156478881836,56.22297668457031,11.470000267028809,70.52999877929688,2837.5400390625,2.65,10.02,-0.0041753727854188,-0.0026994070063564,0.0081144968485535,0.0459498901918557,-0.000560132547232,0.02,0.0455047368854846,1,0.0077779753002447,0.0114251864002801,0.9550117097058607,1.2745205060257052
2018-01-25,8.69736099243164,55.78159713745117,11.579999923706056,70.41999816894531,2839.25,2.63,9.82,0.0031328064986344,-0.0078814965649336,-0.0015608461875212,-0.0201619732903441,0.0006024393988328,-0.02,-0.0198019323261257,0,0.0077655299301472,0.0118987356618138,0.9408822491721456,1.228120680511656
2018-01-26,8.69736099243164,56.08551788330078,11.079999923706056,70.5199966430664,2872.8701171875,2.66,9.67,0.0,0.0054336163678473,0.0014190222020998,-0.0153928129011716,0.0117716381060841,0.0300000000000002,-0.017107930356859,0,0.0040649258904531,0.0102534382597393,0.9247415621705529,1.2068859854924952
2018-01-29,8.670156478881836,55.2389030456543,13.84000015258789,69.45999908447266,2853.530029296875,2.7,9.58,-0.0031328064986344,-0.0152101605824798,-0.0151452757918066,-0.0093507174824337,-0.006754736284863,0.04,-0.01005913924637,0,0.004066746013365,0.0109400245765597,0.905759145225074,1.1744126269583472
2018-01-30,8.670156478881836,54.12457656860352,14.789999961853027,69.0199966430664,2822.429931640625,2.73,9.46,0.0,-0.0203791072932339,-0.0063547651025441,-0.0126052089189821,-0.010958642805337,0.0299999999999998,-0.0122775513718571,0,0.0039234646058467,0.0120318012468091,0.891903487198678,1.2256763975617597
2018-01-31,8.67922306060791,54.1607666015625,13.539999961853027,69.05000305175781,2823.81005859375,2.72,9.85,0.001045176576003,0.0006684198109717,0.0004346550189056,0.0403990721202105,0.0004888658586947,-0.0099999999999997,0.0436925384867825,1,0.0031941876216256,0.0114780547678959,0.8749465747309336,1.337027779294818
2018-02-01,8.633877754211426,54.71791076660156,13.470000267028809,69.08000183105469,2821.97998046875,2.78,9.85,-0.0052382771369889,0.0102343092603344,0.0004343557331221,0.0,-0.0006482983520233,0.0599999999999996,-0.0003192597456331,0,0.002804723139955,0.0120131789176996,0.8595115920025469,1.2836963465138485
2018-02-02,8.443425178527832,52.43136978149414,17.309999465942383,68.58000183105469,2762.1298828125,2.84,9.53,-0.0223056852603161,-0.0426860199966985,-0.0072643060504526,-0.0330267375178867,-0.0214366805166988,0.06,-0.0378686661508739,0,0.0071388456845166,0.0178089729052026,0.8561929080344121,1.273625916831599
2018-02-05,8.180418014526367,50.23167419433594,37.31999969482422,67.62000274658203,2648.93994140625,2.77,9.63,-0.0316448017928866,-0.0428592843811751,-0.0140971358366836,0.0104385081439236,-0.0418425409383814,-0.0699999999999998,0.0076988307570032,0,0.0112844025197078,0.0186939419150145,1.0322679075107712,1.7986026681053142
2018-02-06,8.252971649169922,50.62963485717773,29.979999542236328,66.86000061035156,2695.139892578125,2.79,9.36,0.0088300840602337,0.0078912861977651,-0.0113029477768812,-0.0284379353205336,0.017290573348937,0.02,-0.0294661559319859,0,0.0122764277431777,0.0194841734551641,1.3165857636590732,2.1662637714630106
2018-02-07,8.207625389099121,49.78303527832031,27.729999542236328,65.51000213623047,2681.659912109375,2.84,9.56,-0.0055096877323137,-0.0168628050384137,-0.0203980547677408,0.0211424365738093,-0.0050141382237526,0.0499999999999998,0.021571083381667,0,0.0122695050300209,0.0193483439547049,1.2977649407327778,2.075328886820784
2018-02-08,7.989964962005615,48.27798080444336,33.459999084472656,64.80999755859375,2581.0,2.85,9.69,-0.0268772731195188,-0.0306986961861056,-0.0107429605835967,0.0135066988393648,-0.0382590522458017,0.0100000000000002,0.0157497298352232,0,0.013533210023927,0.0201171764312519,1.2667792853378697,2.042866349135003
2018-02-09,8.026240348815918,48.24179458618164,29.059999465942383,62.790000915527344,2619.550048828125,2.83,9.79,0.0045298431352036,-0.0007498198127934,-0.0316640350626142,0.0102670306397441,0.0148256451995243,-0.02,0.0050462318416978,0,0.0139190268452963,0.019524512697477,1.4243715018956336,2.163443452468923
2018-02-12,8.171347618103027,49.0305061340332,25.61000061035156,62.59000015258789,2656.0,2.86,10.05,0.0179176247329269,0.016216925622604,-0.0031903163322948,0.0262111779626659,0.0138186656781862,0.0299999999999998,0.0261687638819542,0,0.0161543006508837,0.0218851618762462,1.3837076967359287,2.058464714347442
2018-02-13,8.280181884765625,48.82789993286133,24.96999931335449,62.720001220703125,2662.93994140625,2.83,10.52,0.0132310925091743,-0.0041408091304666,0.0020748721303877,0.0457055728044789,0.0026095219802775,-0.0299999999999998,0.0417287607257125,1,0.0172014368569317,0.021790197567285,1.4232124004972786,2.0225115439614414
2018-02-14,8.389009475708008,49.53702545166016,19.26000022888184,64.36000061035156,2698.6298828125,2.91,10.22,0.0130575184881197,0.0144185094675698,0.0258119361026881,-0.0289316225340052,0.013313439808897,0.08,-0.0289200169449853,0,0.018038686198728,0.0229614876310803,1.4221964096907747,1.9300370939752463
2018-02-15,8.570392608642578,49.41400909423828,19.1299991607666,64.33000183105469,2731.199951171875,2.9,10.16,0.0213910901341596,-0.0024864099978893,-0.000466217721208,-0.0058881426252225,0.0119968617767752,-0.0100000000000002,-0.0101740894833031,0,0.01963247109507,0.0221191180714136,1.4201075250650805,1.8919796810935394
2018-02-16,8.606672286987305,49.291011810302734,19.459999084472656,64.83999633789062,2732.219970703125,2.87,10.13,0.0042242062322969,-0.0024922206889053,0.0078965265019305,-0.0029571238897437,0.0003733996499216,-0.0299999999999998,-0.0024312071494606,0,0.0181291087434181,0.0189896697030122,1.4891266068495983,1.8047853834593843
2018-02-20,8.570392608642578,49.02325820922852,20.600000381469727,65.25,2716.260009765625,2.88,10.34,-0.004224206232297,-0.0054469053783181,0.006303405814499,0.0205185508196909,-0.0058585171068373,0.0099999999999997,0.0203461144172438,0,0.0141194254242281,0.0139856771414203,1.4443854509682519,1.723010341456643
2018-02-21,8.615738868713379,48.19838333129883,20.020000457763672,65.41999816894531,2701.330078125,2.94,10.18,0.0052770881408379,-0.0169693631780386,0.0026019479182159,-0.0155948579579064,-0.0055116644833109,0.06,-0.0113330223983116,0,0.0140472665477194,0.0141546934703719,1.4019745435222866,1.653147159942604
2018-02-22,8.633877754211426,48.72660446166992,18.71999931335449,66.38999938964844,2703.9599609375,2.92,10.34,0.0021031067043795,0.010899694122735,0.0147184394166229,0.0155948579579064,0.0009730774855778,-0.02,0.0102703973041332,0,0.013657337650832,0.0142743709595197,1.36443761364203,1.6636755520785291
2018-02-23,8.579463958740234,49.78303527832031,16.489999771118164,67.30999755859375,2747.300048828125,2.88,10.43,-0.0063223025056494,0.0214490951596081,0.0137623442139013,0.0086663999323979,0.015901278245121,-0.04,0.0085532581905326,0,0.0091037163163084,0.0120334630916957,1.3226302284165203,1.6241736615968032
2018-02-26,8.68829345703125,50.079708099365234,15.800000190734863,67.5,2779.60009765625,2.86,10.25,0.0126051040268589,0.0059416291560912,0.0028188201269408,-0.0174085634282638,0.0116884386206273,-0.02,-0.0202218323611818,0,0.0092061540611672,0.0119834030242352,1.2928905461143152,1.6872362450324079
2018-02-27,8.561325073242188,49.4284782409668,18.59000015258789,66.62999725341797,2744.280029296875,2.9,10.77,-0.014721563454152,-0.0130891573857856,-0.0129727125254414,0.04948678558388,-0.0127883114414675,0.04,0.0492661479296513,1,0.0109002011291686,0.0121747552390828,1.2982524435714895,1.6214393612497398
2018-02-28,8.488771438598633,48.29243850708008,19.850000381469727,65.77999877929688,2713.830078125,2.87,10.73,-0.0085106934762268,-0.0232517449478377,-0.0128390631494916,-0.0037209345256899,-0.011157806083656,-0.0299999999999998,-0.0039267556705466,0,0.011166190906972,0.0143445511948397,1.3190110968599178,1.6011809159064119
2018-03-01,8.434356689453125,48.22008514404297,22.46999931335449,65.70999908447266,2677.669921875,2.81,10.62,-0.0064308366944294,-0.0014993572617225,-0.001064715226621,-0.0103045408288144,-0.0134139658548764,-0.06,-0.0138063986313072,0,0.0108115327386155,0.0132740653093697,1.2984968090114384,1.690309481942803
2018-03-02,8.488771438598633,48.44439697265625,19.59000015258789,64.37000274658203,2691.25,2.86,10.77,0.0064308366944295,0.0046410475973875,-0.0206033782437403,0.0140254753545044,0.0050587854851985,0.0499999999999998,0.0139430182035997,0,0.0083634740956048,0.0134762911581229,1.2705824143697477,1.6145802358112031
2018-03-05,8.515978813171387,48.95816040039063,18.729999542236328,65.54000091552734,2720.93994140625,2.88,10.99,0.0031999761697801,0.0105493778866335,0.0180129285064647,0.0202212772472328,0.0109716176105265,0.02,0.0172048016134038,0,0.0082989965265796,0.0140406295377156,1.2443552828235043,1.54959058122585
2018-03-06,8.579463958740234,48.98709487915039,18.36000061035156,65.79000091552734,2728.1201171875,2.88,11.1,0.0074271767337398,0.0005908296327143,0.0038072077741561,0.0099593399027584,0.0026353829319968,0.0,0.0127077285098478,0,0.0086170980989346,0.013942223378267,1.2105362951011878,1.5174530934952661
2018-03-07,8.597601890563965,48.61806106567383,17.760000228881836,64.33999633789062,2726.800048828125,2.89,11.27,0.0021118785622837,-0.007561804873445,-0.0222864001210137,0.0151992197333965,-0.0004839918257163,0.0100000000000002,0.0130071332981967,0,0.0084627919195424,0.0129581813949298,1.1921884867722434,1.4521575020633983
2018-03-08,8.588531494140625,48.60359191894531,16.540000915527344,63.61000061035156,2738.969970703125,2.86,11.75,-0.0010555483380089,-0.0002976527633742,-0.0114107646068702,0.0417089125384831,0.0044531482088846,-0.0300000000000002,0.039098720292842,0,0.0084256999731171,0.0124694859428311,1.1594561424478906,1.41044030249037
2018-03-09,8.652016639709473,49.52978515625,14.640000343322754,65.48999786376953,2786.570068359375,2.9,11.79,0.0073646652089641,0.0188767729692089,0.0291267263248491,0.0033984739591115,0.0172295467412075,0.04,0.0031858421454369,0,0.0084910429603999,0.0119893446967594,1.1274469786614,1.3520609922412228
2018-03-12,8.69736099243164,49.51529693603516,15.779999732971191,64.94999694824219,2783.02001953125,2.87,11.76,0.0052272141320308,-0.0002925580960127,-0.008279730480432,-0.0025477720787986,-0.0012747973379984,-0.0299999999999998,-0.0049266876910971,0,0.0076325176022989,0.0117767975965263,1.1144398031110634,1.4223451710518382
2018-03-13,8.67922306060791,49.16074752807617,16.350000381469727,64.63999938964844,2765.31005859375,2.84,12.11,-0.0020876299226313,-0.0071861602408976,-0.004784291359824,0.0293276150945199,-0.0063839104143147,-0.0300000000000002,0.028205525672709,0,0.0057090022464355,0.0112469659162753,1.0935349188581118,1.3631769003213106
2018-03-14,8.69736099243164,48.87131881713867,17.229999542236328,64.88999938964844,2749.47998046875,2.81,11.79,0.0020876299226314,-0.005904793455379,0.0038601144566154,-0.0267798430157212,-0.0057409698251887,-0.0299999999999998,-0.0268238694762986,0,0.0045342826526702,0.0083094496228783,1.0662388888645324,1.3265900438633742
2018-03-15,8.706433296203613,48.61806106567383,16.59000015258789,65.12000274658203,2747.330078125,2.82,11.74,0.0010425662867843,-0.0051956084135451,0.0035382446443912,-0.004249900149329,-0.0007822363990965,0.0099999999999997,-0.0049160662323064,0,0.0033813157856382,0.008521941025954,1.0405012260988338,1.2867706715295748
2018-03-16,8.64294719696045,49.05165100097656,15.800000190734863,66.20999908447266,2752.010009765625,2.85,11.73,-0.0073185763187104,0.0088787562598979,0.0165997312375986,-0.0008521517345662,0.0017019979472317,0.0300000000000002,-0.0001604018196915,0,0.0045154833464366,0.008832655036849,1.0150965786460568,1.2470513459327859
2018-03-19,8.68829345703125,48.29377365112305,19.020000457763672,66.05000305175781,2712.919921875,2.85,11.62,0.0052329044935152,-0.0155712025616092,-0.0024194179370401,-0.009421911241619,-0.0143060405413734,0.0,-0.0115360260599797,0,0.0046298331165761,0.0096041906501232,1.0099952438651232,1.2306239051369459
2018-03-20,8.760847091674805,48.70187377929688,18.200000762939453,67.41999816894531,2716.93994140625,2.89,12.11,0.0083160603322947,0.0084148628749917,0.0205296054749046,0.0413038061412357,0.0014807086617189,0.04,0.0429919749584533,1,0.0047524474727956,0.0100878596077875,0.9958819423902907,1.2782304971501073
2018-03-21,8.788054466247559,49.977169036865234,17.860000610351562,69.47000122070312,2711.929931640625,2.89,13.27,0.0031007520649763,0.0258487765738441,0.0299533396294582,0.0914742907791153,-0.0018456921256294,0.0,0.0901200936113298,1,0.0047631803223066,0.0127115666358318,0.9978754107466934,1.2558930957818089
2018-03-22,8.633877754211426,48.95691680908203,23.34000015258789,68.91000366210938,2643.68994140625,2.83,12.96,-0.0176996139184805,-0.0206256193326934,-0.0080936637639665,-0.0236381574199874,-0.0254848869728544,-0.06,-0.02474229631581,0,0.0078992619987116,0.0147209357671848,0.9780759785762536,1.4476249679073365
2018-03-23,8.515978813171387,48.65813064575195,24.8700008392334,70.44999694824219,2588.260009765625,2.82,13.23,-0.0137494792393891,-0.006121742584211,0.0221018365141398,0.0206192872027356,-0.0211898073117506,-0.0100000000000002,0.0130080203107175,0,0.008654167506893,0.0133550578340422,1.0671532055960746,1.5258922662274077
2018-03-26,8.815263748168945,49.53262710571289,21.030000686645508,70.12000274658203,2658.550048828125,2.85,13.61,0.0345404766412673,0.0178126659241215,-0.0046950958038503,0.0283178385365103,0.0267950407060353,0.0300000000000002,0.0273915618044372,0,0.0143246403347169,0.0147344508929377,1.1032352258126399,1.4721125685131442
2018-03-27,8.67922306060791,49.06623840332031,22.5,70.11000061035156,2612.6201171875,2.78,14.38,-0.015552720264889,-0.0094603964949709,-0.000142653298267,0.0550335356295259,-0.0174272856453219,-0.0700000000000002,0.0541706205396983,1,0.015284042736017,0.0148751714941403,1.4179140099025462,1.513058338402609
2018-03-28,8.597601890563965,48.11156845092773,22.8700008392334,69.52999877929688,2605.0,2.77,13.75,-0.0094487010803546,-0.019648532865857,-0.008307149370073,-0.0447995281803203,-0.0029209188994626,-0.0099999999999997,-0.0376673694179254,0,0.0155421603007165,0.0160501171497218,1.434157602477062,1.477078922380872
2018-03-29,8.633877754211426,49.1245346069336,19.96999931335449,70.2699966430664,2640.8701171875,2.74,14.04,0.0042104239433656,0.0208359399648253,0.0105866208777431,0.0208715744850847,0.0136757774938434,-0.0299999999999998,0.0120691970470588,0,0.0156239666514306,0.0174464479431279,1.4105941406590023,1.5388200417798015
2018-04-02,8.50691032409668,48.14072036743164,23.6200008392334,67.63999938964844,2581.8798828125,2.73,14.04,-0.0148149258694461,-0.0202302002415798,-0.0381454024253246,0.0,-0.0225906823434958,-0.0100000000000002,0.0032538347089018,0,0.0161408018132403,0.0183951583183961,1.3699332408372868,1.6063700092419442
2018-04-03,8.706433296203613,49.16826629638672,21.100000381469727,68.12000274658203,2614.449951171875,2.79,14.06,0.0231833992158509,0.0211200251715186,0.0070713811073969,0.0014234877848539,0.012535961315741,0.06,-0.0004629166056467,0,0.0178871472049734,0.019008664242518,1.3848038658253503,1.6573752898268024
2018-04-04,8.788054466247559,49.10266876220703,20.059999465942383,68.0199966430664,2644.68994140625,2.79,13.83,0.0093311405720757,-0.0013350344918065,-0.0014691658873533,-0.0164937407058519,0.0115001023464467,0.0,-0.011799383622749,0,0.0179410676552006,0.0188809842529758,1.4777749015630695,1.7119995394331873
2018-04-05,8.851539611816406,49.98444366455078,18.940000534057617,68.33000183105469,2662.840087890625,2.83,13.41,0.0071980590251268,0.0177984433767303,0.004547205363023,-0.0308394483830797,0.0068394214016512,0.04,-0.0370763221176776,0,0.0180582847370552,0.0178380509730181,1.4508646929034974,1.6347716412445858
2018-04-06,8.724570274353027,49.080810546875,21.489999771118164,67.11000061035156,2604.469970703125,2.77,13.76,-0.0144481966737289,-0.0182436957928589,-0.018015862324975,0.0257651352116103,-0.0221640670570649,-0.06,0.0262418676496586,0,0.0177158150720447,0.0175453195181625,1.4167536297879721,1.6556560492431571
2018-04-09,8.8424711227417,49.31401062011719,21.770000457763672,68.6500015258789,2613.159912109375,2.78,14.11,0.013423161705143,0.0047400972350902,0.0226880811759711,0.025117933359525,0.0033309949675928,0.0099999999999997,0.0266341585165263,0,0.017272845769756,0.0174427583411384,1.4247720888081596,1.6786874190167074
2018-04-10,8.896885871887207,50.946388244628906,20.46999931335449,71.04000091552734,2656.8701171875,2.8,14.16,0.0061349371153935,0.032565637173575,0.0342219571304931,0.003537322400851,0.016588598996314,0.02,0.0020613121268626,0,0.0135924880218471,0.0194941774261233,1.424923241580654,1.609684634492985
2018-04-11,8.86967658996582,51.47837448120117,20.239999771118164,72.05999755859375,2642.18994140625,2.79,14.24,-0.0030629789248838,0.0103879375701467,0.0142559598683546,0.005633817718256,-0.0055406857724611,-0.0099999999999997,0.0024639104871839,0,0.0124350508631623,0.0191122578562913,1.3886653199724293,1.8376082789733907
2018-04-12,8.915023803710938,51.47108459472656,18.489999771118164,72.0199966430664,2663.989990234375,2.83,14.44,0.0050995868376123,-0.0001416206855719,-0.000555259830162,0.0139472274808503,0.008216898697657,0.04,0.0093774846543202,0,0.0117571681190935,0.0172439332423405,1.3469455496281766,1.7811928301777427
2018-04-13,8.83340072631836,52.03950881958008,17.40999984741211,72.58000183105469,2656.300048828125,2.82,14.84,-0.0091978476961824,0.0109830292732657,0.0077456154034148,0.0273241042745541,-0.0028907998267066,-0.0100000000000002,0.0275983826517091,0,0.0124284436357974,0.0166198378166514,1.3119584713068817,1.6991593045575306
2018-04-16,8.778986930847168,52.571475982666016,16.559999465942383,71.41999816894531,2677.840087890625,2.83,14.92,-0.0061790564300746,0.0101704758745486,-0.0161115104845529,0.0053763570363804,0.008076336801563,0.0100000000000002,0.0061555420685278,0,0.0113625955214144,0.0138934095984205,1.295287680373992,1.657251339986967
2018-04-17,8.8424711227417,52.77553176879883,15.25,71.58000183105469,2706.389892578125,2.82,14.68,0.007205359098135,0.0038739788758887,0.0022378143899543,-0.0162165715892452,0.0106050716138667,-0.0100000000000002,-0.0188767181806436,0,0.0091378298108397,0.0132503155347973,1.2666660137894423,1.6137559984623784
2018-04-18,8.924093246459961,53.60629653930664,15.600000381469728,73.4800033569336,2708.639892578125,2.87,14.84,0.009188349111521,0.0156188640923414,0.0261975751135067,0.0108402145528648,0.0008310204075532,0.0500000000000002,0.0087867492353931,0,0.0091244221211749,0.0131381388466883,1.2437316997813033,1.5468120313580171
2018-04-19,8.915023803710938,53.67189407348633,15.960000038146973,73.77999877929688,2693.1298828125,2.92,14.42,-0.0010168040833991,0.0012229427431718,0.0040743695914318,-0.0287101058824313,-0.0057425817958325,0.0499999999999998,-0.0281984710361066,0,0.0089256650308162,0.01291701281301,1.2317752205171442,1.5560625159286052
2018-04-20,8.878746032714844,53.41682815551758,16.8799991607666,74.05999755859375,2670.139892578125,2.96,14.02,-0.0040775868851386,-0.0047636463484868,0.0037878668968654,-0.0281312502503589,-0.0085731771883527,0.04,-0.0289592218163435,0,0.0074483861465261,0.0104426266315824,1.19588202127808,1.4886464337456522
2018-04-23,8.806193351745605,53.74476623535156,16.34000015258789,74.70999908447266,2670.2900390625,2.98,13.87,-0.0082050705893083,0.0061204595809067,0.0087383972130765,-0.0107566472797038,5.623011118453955e-05,0.02,-0.0102156885125884,0,0.0067941383488163,0.0103969299060843,1.1667014901448371,1.4326674141611637
2018-04-24,8.742711067199707,53.16904830932617,18.020000457763672,73.86000061035156,2634.56005859375,3.0,14.22,-0.0072349315878763,-0.0107698615610358,-0.0114425220452497,0.0249211900483546,-0.0134708880064751,0.02,0.0233861804318644,0,0.0066773354562406,0.0080707871275852,1.1550784146339304,1.385723908870094
2018-04-25,8.71550178527832,53.59173202514648,17.84000015258789,74.0,2639.39990234375,3.03,14.26,-0.0031170778111305,0.0079183745761181,0.0018936755161246,0.0028089906110549,0.0018353742328236,0.0299999999999998,0.0047854924106128,0,0.0066785409280752,0.007898743294234,1.139571739446147,1.3698955638618182
2018-04-26,8.824332237243652,54.37148284912109,16.239999771118164,74.73999786376953,2666.93994140625,3.0,14.51,0.0124096782763748,0.0144450011659371,0.0099503022710099,0.0173796519099466,0.0103801441873769,-0.0299999999999998,0.0130585850861678,0,0.0078153223674598,0.0083765523156118,1.1114271857472935,1.336716906271112
2018-04-27,8.978508949279785,53.79577255249024,15.40999984741211,74.63999938964844,2669.909912109375,2.96,14.58,0.0173208944562558,-0.0106449170931048,-0.001338847113363,0.0048126596844156,0.0011130052713638,-0.04,0.0019771355673001,0,0.0091228209244558,0.0095133668098559,1.1316633970916163,1.358480019955884
2018-04-30,8.933160781860352,53.78849029541016,15.93000030517578,75.16999816894531,2648.050048828125,2.95,14.6,-0.0050635440460917,-0.0001353777383127,0.0070756424687114,0.0013708021337786,-0.0082211925489212,-0.0099999999999997,-0.0024402079827504,0,0.0090230068956804,0.0092430738071786,1.1947028705079825,1.34430181545065
2018-05-01,8.942232131958008,53.46054458618164,15.489999771118164,75.16999816894531,2654.800048828125,2.97,14.41,0.001014954011933,-0.0061156117946749,0.0,-0.0130991187028599,0.0025458021710273,0.02,-0.0126040608419077,0,0.0088164416041797,0.0095861446029777,1.168364221265781,1.2903199791347764
2018-05-02,8.896885871887207,53.67917251586914,15.970000267028809,73.36000061035156,2635.669921875,2.97,14.08,-0.0050839237377465,0.0040811799593474,-0.0243733545623683,-0.0231670592815344,-0.0072319512014023,0.0,-0.0252226848229611,0,0.0085156147792526,0.0082744676506643,1.1358471395401868,1.2542874146038803
2018-05-03,8.878746032714844,53.555301666259766,15.899999618530272,73.62000274658203,2629.72998046875,2.94,13.98,-0.0020409789724101,-0.0023102813838519,0.0035379289902672,-0.0071276139242321,-0.002256217585064,-0.0300000000000002,-0.0070354882809573,0,0.0085312668151444,0.0082982915623942,1.1131325909318306,1.2130163160440302
2018-05-04,8.896885871887207,53.81763458251953,14.770000457763672,74.87000274658203,2663.419921875,2.95,14.04,0.0020409789724101,0.0048863977720811,0.0168365476688466,0.0042826617920007,0.0127298100283349,0.0100000000000002,0.0045980306527387,0,0.0084579194549949,0.0082719348805365,1.0846669135079747,1.1702493662984845
2018-05-07,8.942232131958008,53.8905143737793,14.75,76.16999816894531,2672.6298828125,2.95,14.65,0.0050839237377465,0.0013532829797651,0.0172143474183694,0.0425299368654113,0.0034519805549899,0.0,0.0423386744017927,1,0.0080226516961571,0.0080626035749028,1.0578093951848415,1.1383821711025959
2018-05-08,8.83340072631836,54.31318664550781,14.710000038146973,74.8499984741211,2671.919921875,2.97,14.63,-0.0122451635212005,0.0078125686571684,-0.0174815698658298,-0.0013661204310433,-0.0002656766117338,0.02,-0.0018688260874409,0,0.0087541568454343,0.0073446949002547,1.0400062893944295,1.099574614837748
2018-05-09,8.915023803710938,55.42087936401367,13.420000076293944,77.20999908447266,2697.7900390625,3.0,15.05,0.0091978476961823,0.0201893611366689,0.0310428799832843,0.0283037761628517,0.0096356479348687,0.0299999999999998,0.0225904956873483,0,0.0089691971557653,0.0092080969767645,1.0660303980690438,1.0898278630495746
2018-05-10,9.07826805114746,55.83625411987305,13.229999542236328,77.47000122070312,2723.070068359375,2.97,15.66,0.0181455097680166,0.0074669672461668,0.0033618099378208,0.0397316993677723,0.0093270116038483,-0.0299999999999998,0.0388615023277701,0,0.0098320461591888,0.0085125299580746,1.0676535847630824,1.2242386145456838
